ror,vendor_org_id,n,row_number
https://ror.org/049sbzn78,Arizona State University,1,1
https://ror.org/049v69k10,Rowan University,17,1
https://ror.org/049xh5y45,Sorbonne Universite,28,1
https://ror.org/049xhb141,Ostim Technical University,20,1
https://ror.org/049xxah85,Johns Hopkins University,1,1
https://ror.org/049yaph28,Electricite de France (EDF),20,1
https://ror.org/049zrh188,Shanghai Jiao Tong University,2,1
https://ror.org/04a0aep16,University of Oslo,23,1
https://ror.org/04a0dbe36,Centro de Educacion Medica e Investigaciones Clinicas (CEMIC),1,1
https://ror.org/04a1a1e81,Dublin City University,1705,1
https://ror.org/04a1mvv97,Norwegian University of Life Sciences,1532,1
https://ror.org/04a31e344,Justus Liebig University Giessen,1,1
https://ror.org/04a46mh28,Shanghai Jiao Tong University,2,1
https://ror.org/04a4x4g72,Instytut Rybactwa Srodladowego,7,1
https://ror.org/04a5hr295,Universidad de Castilla-La Mancha,10,1
https://ror.org/04a5szx83,University of North Dakota Grand Forks,14,1
https://ror.org/04a7gbp98,NERC British Geological Survey,425,1
https://ror.org/04a7x2s11,Oslo School of Architecture & Design,14,1
https://ror.org/04a8rd767,Leiden University,5,1
https://ror.org/04a94ee43,Sanko University,23,1
https://ror.org/04a9tmd77,Icahn School of Medicine at Mount Sinai,23,1
https://ror.org/04aah1z61,Norwegian Institute of Bioeconomy Research,325,1
https://ror.org/04abkkn33,Universidade de Lisboa,12,1
https://ror.org/04abkkz03,Universite de Montpellier,10,1
https://ror.org/04advdf21,Consejo Superior de Investigaciones Cientificas (CSIC),211,1
https://ror.org/04afed728,Institut Polytechnique de Paris,74,1
https://ror.org/04agmb972,University System of Georgia,17,1
https://ror.org/04agqs597,Universite de Bordeaux,60,1
https://ror.org/04aha0598,Norwegian Institute Nature Research,255,1
https://ror.org/04ahh4d11,Sapientia Hungarian University of Transylvania,48,1
https://ror.org/04ahza989,Centre National de la Recherche Scientifique (CNRS),20,1
https://ror.org/04aj4c181,Leibniz University Hannover,1,1
https://ror.org/04am5a125,Mount Vernon Cancer Centre,8,1
https://ror.org/04anq5q02,University of Copenhagen,52,1
https://ror.org/04aqtsh50,INRAE,2,1
https://ror.org/04ar23e02,Imperial College London,2,1
https://ror.org/04arkmn57,University of Defence - Czech Republic,34,1
https://ror.org/04as3rk94,Communaute Universite Grenoble Alpes,74,1
https://ror.org/04asck240,Inonu University,555,1
https://ror.org/04avkmd49,Williams College,1,1
https://ror.org/04avm2781,Aalto University,2,1
https://ror.org/04axb9j69,Centre National de la Recherche Scientifique (CNRS),112,1
https://ror.org/04ayype77,Tel Aviv University,91,1
https://ror.org/04az3m568,Institut National de la Sante et de la Recherche Medicale (Inserm),1,1
https://ror.org/04b08hq31,Instituto Gulbenkian de Ciencia,79,1
https://ror.org/04b0n4406,Concord Repatriation General Hospital,556,1
https://ror.org/04b181w54,VTT Technical Research Center Finland,784,1
https://ror.org/04b85d432,University Medical Center Hamburg-Eppendorf,5,1
https://ror.org/04b8v1s79,Tilburg University,2281,1
https://ror.org/04b9a1925,Industrial Research Institute for Automation & Measurements,1,1
https://ror.org/04b9q5f39,Universite Claude Bernard Lyon 1,2,1
https://ror.org/04b9vrm74,University of Regensburg,23,1
https://ror.org/04bcdt432,Universidade Europeia,13,1
https://ror.org/04bckew43,CHU Strasbourg,470,1
https://ror.org/04bct7p84,Duke University,3,1
https://ror.org/04bdffz58,Drexel University,53,1
https://ror.org/04bf6dq94,University of Konstanz,6,1
https://ror.org/04bg5j190,Universite de Lille,15,1
https://ror.org/04bgbbh33,Aix-Marseille Universite,95,1
https://ror.org/04bgjpg77,Universite Paris Saclay,16,1
https://ror.org/04bhfmv97,Hungarian Academy of Sciences,243,1
https://ror.org/04bk7v425,Mercer University,78,1
https://ror.org/04bkzce69,Institut National de la Sante et de la Recherche Medicale (Inserm),1,1
https://ror.org/04bqwzd17,Bavarian Health & Food Safety Authority,23,1
https://ror.org/04bs1pb34,Hamburg University of Technology,870,1
https://ror.org/04bs5yc70,Swiss Federal Institutes of Technology Domain,758,1
https://ror.org/04bsn3y16,Centre National de la Recherche Scientifique (CNRS),10,1
https://ror.org/04bwf3e34,German Aerospace Centre (DLR),1888,1
https://ror.org/04bya8j72,Helmholtz Association,45,1
https://ror.org/04c14rw28,Leibniz Institut fur Bildungsverlaufe (Lifbi),58,1
https://ror.org/04c318s33,Western Sydney University,153,1
https://ror.org/04c3cen15,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),188,1
https://ror.org/04c3dhk56,University of Copenhagen,16,1
https://ror.org/04c4bwh63,University of Cologne,191,1
https://ror.org/04c4hz115,Purdue University,6,1
https://ror.org/04c5b8z55,Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET),18,1
https://ror.org/04c5jwj47,Nicolaus Copernicus University,160,1
https://ror.org/04c6bry31,Trinity College Dublin,680,1
https://ror.org/04c6fcr68,Canterbury Hospital,18,1
https://ror.org/04c7t5k94,Universitat Siegen,2,1
https://ror.org/04c8bjx39,University of Oxford,159,1
https://ror.org/04c8vnp90,University of Michigan,1,1
https://ror.org/04cadha73,Consejo Superior de Investigaciones Cientificas (CSIC),3,1
https://ror.org/04cd75h10,Iwate University,166,1
https://ror.org/04cdgtt98,Helmholtz Association,1641,1
https://ror.org/04cdk4t75,Universite de Rouen Normandie,207,1
https://ror.org/04cdzx077,Gida Tarim Ve Hayvancilik Bakanligi,12,1
https://ror.org/04ceg1205,Aix-Marseille Universite,73,1
https://ror.org/04cf4ba49,Holbaek Hospital,56,1
https://ror.org/04cg6c004,Tel Aviv University,29,1
https://ror.org/04chrp450,Nagoya University,544,1
https://ror.org/04cjjhh62,Universidad de La Guajira,6,1
https://ror.org/04ckbty56,Justus Liebig University Giessen,20,1
https://ror.org/04cm10r73,Leiden University,12,1
https://ror.org/04cnfrn26,University of Arts London,77,1
https://ror.org/04cnktn59,Polish Academy of Sciences,169,1
https://ror.org/04cpxjv19,McGill University,1422,1
https://ror.org/04crnd335,Rathenau Institute (KNAW),6,1
https://ror.org/04ctbxy49,Aarhus University,21,1
https://ror.org/04cvxnb49,Goethe University Frankfurt,4689,1
https://ror.org/04cw6st05,University of London,2034,1
https://ror.org/04cwb1p56,University of Bremen,114,1
https://ror.org/04cxm4j25,Australian Catholic University,1683,1
https://ror.org/04cxs7048,Hospital Valme,126,1
https://ror.org/04cz2sw33,University of Copenhagen,35,1
https://ror.org/04d0szq68,Hebrew University of Jerusalem,262,1
https://ror.org/04d0ybj29,Hospital Clinico San Carlos,504,1
https://ror.org/04d3p2m17,Institut National de la Sante et de la Recherche Medicale (Inserm),14,1
https://ror.org/04d4d3c02,University of Peloponnese,101,1
https://ror.org/04d54np47,Indiana University System,2,1
https://ror.org/04d5mb615,University of Nebraska System,22,1
https://ror.org/04d5vba33,University of Texas El Paso,28,1
https://ror.org/04d62a771,Leibniz Institut fur Agrartechnik und Biookonomie (ATB),181,1
https://ror.org/04d6eav07,University of Cape Town,123,1
https://ror.org/04d70nb60,Institut Agro,65,1
https://ror.org/04d77de73,Technical University Freiberg,4,1
https://ror.org/04d836q62,Technische Universitat Wien,3761,1
https://ror.org/04d8ztx87,Swiss Federal Research Station Agroscope,539,1
https://ror.org/04d9wv909,Universite Cote d'Azur,11,1
https://ror.org/04damed73,Universite de Technologie de Troyes,55,1
https://ror.org/04db3be62,Centre National de la Recherche Scientifique (CNRS),13,1
https://ror.org/04dbahf95,Ruprecht Karls University Heidelberg,5,1
https://ror.org/04dbzz632,Universite Grenoble Alpes (UGA),88,1
https://ror.org/04dde1554,Wageningen University & Research,3,1
https://ror.org/04dfr7a85,Universidad Nacional de Colombia,4,1
https://ror.org/04dgb8y52,Consejo Superior de Investigaciones Cientificas (CSIC),302,1
https://ror.org/04dj1na10,University of Southern Denmark,26,1
https://ror.org/04dj8ng22,Ufuk University,48,1
https://ror.org/04dk1kp26,Auburn Hospital,7,1
https://ror.org/04dkp9463,University of Amsterdam,11828,1
https://ror.org/04dm1cm79,University of Rostock,270,1
https://ror.org/04dmckt32,Universidad Nacional de Colombia,3,1
https://ror.org/04dns5t03,Brighton and Sussex University Hospitals NHS Trust,16,1
https://ror.org/04dp46240,European University of Madrid,306,1
https://ror.org/04dq56617,Max Planck Society,172,1
https://ror.org/04dqdxm60,University of Maryland Center for Environmental Science,96,1
https://ror.org/04dtfqt68,Universite de Sfax,4,1
https://ror.org/04dv3aq25,International Iberian Nanotechnology Laboratory,384,1
https://ror.org/04dv4he91,Institut National des Sciences Appliquees de Lyon - INSA Lyon,36,1
https://ror.org/04dwckp88,Concordia University - Canada,8,1
https://ror.org/04dx54y73,Peace Research Institute Oslo (PRIO),133,1
https://ror.org/04dxeze48,Ecole Centrale de Lyon,131,1
https://ror.org/04dxv8v14,University of Queensland,32,1
https://ror.org/04dy97z61,Universite Paris Saclay,13,1
https://ror.org/04dzvks42,Shanghai Jiao Tong University,5,1
https://ror.org/04e0pwy27,Technical University of Crete,1,1
https://ror.org/04e1w6923,CHU Strasbourg,128,1
https://ror.org/04e2ggq49,Andrzej Frycz Modrzewski Krakow University,1,1
https://ror.org/04e2jep17,Croydon University Hospital,106,1
https://ror.org/04e38yx37,Polish Academy of Sciences,32,1
https://ror.org/04e698d63,Hohai University,1,1
https://ror.org/04e89s906,Centre National de la Recherche Scientifique (CNRS),67,1
https://ror.org/04e8jbs38,Helmut Schmidt University,362,1
https://ror.org/04e8pda19,Universite de Rouen Normandie,111,1
https://ror.org/04e9czp26,Mimar Sinan Guzel Sanatlar University,13,1
https://ror.org/04ea70f07,Universidade de Lisboa,772,1
https://ror.org/04ed7fw48,Centre National de la Recherche Scientifique (CNRS),28,1
https://ror.org/04edeq073,Ulm University,17,1
https://ror.org/04eej9726,Universite de Lille,28,1
https://ror.org/04ef91678,Universite Paris Saclay,4,1
https://ror.org/04eg25g76,Communaute Universite Grenoble Alpes,8,1
https://ror.org/04ehtgm24,University of Edinburgh,1,1
https://ror.org/04ehykb85,Istituto di Tecnologie Biomediche (ITB-CNR),29,1
https://ror.org/04ejcwb57,CHU Dijon Bourgogne,96,1
https://ror.org/04ejdtr48,Polish Academy of Sciences,67,1
https://ror.org/04eka8j06,Delft University of Technology,3,1
https://ror.org/04enhpe73,Leibniz Institut fur Atmospharenphysik e.V. an der Universitat Rostock (IAP),48,1
https://ror.org/04ers2y35,University of Bremen,2441,1
https://ror.org/04ett5b41,Universite Grenoble Alpes (UGA),14,1
https://ror.org/04evj0n95,Slovenian Academy of Sciences & Arts (SASA),16,1
https://ror.org/04evsam41,Mount Royal University,147,1
https://ror.org/04ews3245,Deutsches Diabetes-Zentrum (DDZ),245,1
https://ror.org/04ex24z53,Universite PSL,65,1
https://ror.org/04ezg6d83,Toyohashi University of Technology,65,1
https://ror.org/04ezk3x31,Universite de Toulouse,140,1
https://ror.org/04f097438,National Evidence-based Healthcare Collaborating Agency (NECA),1,1
https://ror.org/04f0qj703,Robert Gordon University,459,1
https://ror.org/04f2nsd36,Lancaster University,3934,1
https://ror.org/04f2wf871,University of Cologne,237,1
https://ror.org/04f5epv26,University of Pretoria,3,1
https://ror.org/04f761z39,Instituto Universitario da Maia (ISMAI),49,1
https://ror.org/04f7crx66,University of Alberta,1,1
https://ror.org/04f7jc139,Bremen University of Applied Sciences,50,1
https://ror.org/04f7pyb58,Universitat Rovira i Virgili,55,1
https://ror.org/04f81fm77,Cumhuriyet University,470,1
https://ror.org/04f8x5b20,Fraunhofer Gesellschaft,5,1
https://ror.org/04farme71,Fraunhofer Gesellschaft,6,1
https://ror.org/04fbd1w03,Ecole des Ponts ParisTech,8,1
https://ror.org/04fbjgg20,University of Health Sciences Turkey,20,1
https://ror.org/04fbqvq73,Universidad de Cadiz,51,1
https://ror.org/04fc8dp24,Aix-Marseille Universite,56,1
https://ror.org/04fdat027,International University of Applied Sciences - Germany,3,1
https://ror.org/04fe46645,Martin Luther University Halle Wittenberg,182,1
https://ror.org/04fegvg32,Rosalind Franklin University Medical & Science,43,1
https://ror.org/04fffmj41,Universidad de Valladolid,125,1
https://ror.org/04fg7fb49,University of Bern,1,1
https://ror.org/04fgpet95,Cardiff University,501,1
https://ror.org/04fhrs205,Universite de Toulouse,51,1
https://ror.org/04fjkxc67,Helios Kliniken,1,1
https://ror.org/04fjtte88,Suleyman Demirel University,152,1
https://ror.org/04fm0sh33,Centre National de la Recherche Scientifique (CNRS),96,1
https://ror.org/04fme8709,Helmholtz Association,138,1
https://ror.org/04fp9fm22,National University of Singapore,6,1
https://ror.org/04fq9j139,Max Planck Society,432,1
https://ror.org/04fqvqs63,Universite Claude Bernard Lyon 1,23,1
https://ror.org/04fr7pd94,Universite de Montpellier,73,1
https://ror.org/04ftj7e51,National Institute of Public Health (SZU) - Czech Republic,12,1
https://ror.org/04fwa4t58,Royal Brompton & Harefield NHS Foundation Trust,355,1
https://ror.org/04fy20a51,Centre National de la Recherche Scientifique (CNRS),144,1
https://ror.org/04fybn584,Universidad del Cauca,128,1
https://ror.org/04fzm7v55,University of Zielona Gora,293,1
https://ror.org/04g1hjn96,Nantes Universite,47,1
https://ror.org/04g2pxh42,Korea Astronomy & Space Science Institute (KASI),58,1
https://ror.org/04g2vpn86,University of London,2190,1
https://ror.org/04g3t6s80,University of Bergen,8,1
https://ror.org/04g5gcg95,Max Planck Society,22,1
https://ror.org/04g6bbq64,Adam Mickiewicz University,1754,1
https://ror.org/04g6gva85,University of British Columbia,119,1
https://ror.org/04g6zen34,Max Planck Society,6,1
https://ror.org/04g99jx54,Aarhus University,3,1
https://ror.org/04g9rt435,Universite Paris Saclay,8,1
https://ror.org/04gbhgc79,McGill University,89,1
https://ror.org/04gbpnx96,University of Opole,198,1
https://ror.org/04gf7fp41,Ostfold University College,184,1
https://ror.org/04gg60e72,Hochschule Aalen,113,1
https://ror.org/04gh4er46,"Shenzhen Institute of Advanced Technology, CAS",11,1
https://ror.org/04ghtjd11,Universite de Lorraine,77,1
https://ror.org/04gjfdj81,Victoria University Wellington,161,1
https://ror.org/04gmsar03,Fraunhofer Gesellschaft,33,1
https://ror.org/04gnjpq42,National & Kapodistrian University of Athens,2741,1
https://ror.org/04gp0yb49,Fraunhofer Gesellschaft,4,1
https://ror.org/04gp5yv64,University of Sydney,1122,1
https://ror.org/04gpj3340,University of Munich,5,1
https://ror.org/04gqbd180,Fondazione Policlinico Universitario Campus Bio-Medico,58,1
https://ror.org/04gqg1a07,Universite Savoie Mont Blanc,433,1
https://ror.org/04gqmrb58,University of Sherbrooke,1,1
https://ror.org/04gqx4x78,University Campus Bio-Medico - Rome Italy,634,1
https://ror.org/04gs6xd08,University of Copenhagen,28,1
https://ror.org/04gsp2c11,James Cook University,2772,1
https://ror.org/04gw0z407,RWTH Aachen University,1,1
https://ror.org/04gycm791,University of Nottingham,14,1
https://ror.org/04gyf1771,University of California System,5773,1
https://ror.org/04gyj6s21,Universite de Toulouse,117,1
https://ror.org/04gzcxt97,Korea Railroad Research Institute (KRRI),82,1
https://ror.org/04h31f025,Agricultural University of Athens,1,1
https://ror.org/04h3c2e31,Polish Academy of Sciences,262,1
https://ror.org/04h4z8k05,Universite de Strasbourg,2,1
https://ror.org/04h670p07,University of Bern,4,1
https://ror.org/04h699437,University of Leicester,3671,1
https://ror.org/04h6w7946,University of Fraser Valley,47,1
https://ror.org/04h7nbn38,Australian National University,339,1
https://ror.org/04h81rw26,University of Pennsylvania,71,1
https://ror.org/04h8e7606,Universidade Fernando Pessoa,88,1
https://ror.org/04h9pn542,Seoul National University (SNU),2027,1
https://ror.org/04hadk112,Consiglio Nazionale delle Ricerche (CNR),26,1
https://ror.org/04haebc03,Memorial University Newfoundland,1622,1
https://ror.org/04hazks31,Braunschweig University of Technology,5,1
https://ror.org/04hbw4m86,University of Duisburg Essen,31,1
https://ror.org/04hbwba26,German Heart Centre Munich,313,1
https://ror.org/04hd6wf14,Universite de Rouen Normandie,66,1
https://ror.org/04hjr4202,Izmir Ekonomi Universitesi,92,1
https://ror.org/04hke8425,Centre National de la Recherche Scientifique (CNRS),15,1
https://ror.org/04hm8eb66,Fraunhofer Gesellschaft,110,1
https://ror.org/04hp42s89,Institute of International Relations - Czech Republic,24,1
https://ror.org/04hphve78,University of Strathclyde,1,1
https://ror.org/04hrjej96,Leeds General Infirmary,274,1
https://ror.org/04hrrh248,Polish Academy of Sciences,210,1
https://ror.org/04hsa7a08,Eberhard Karls University of Tubingen,2,1
https://ror.org/04hw9c755,Universite de Bordeaux,42,1
https://ror.org/04hwbg047,University of Luxembourg,2,1
https://ror.org/04hxcaz34,National Institute of Water & Atmospheric Research (NIWA) - New Zealand,125,1
https://ror.org/04hyq8434,Charles University Prague,1,1
https://ror.org/04hzbg791,Universidade de Lisboa,1,1
https://ror.org/04hzkx672,Universite Paris Cite,45,1
https://ror.org/04hztmn48,heSam Universite,8,1
https://ror.org/04j0x0h93,Istituto Nazionale di Fisica Nucleare (INFN),61,1
https://ror.org/04j351e79,University of Koblenz & Landau,15,1
https://ror.org/04j36h363,University of Nebraska Medical Center,15,1
https://ror.org/04j4a6x59,University of Southampton,163,1
https://ror.org/04j757h98,Victoria University,963,1
https://ror.org/04j9bvy88,Ruhr University Bochum,194,1
https://ror.org/04jaeba88,California State University System,2,1
https://ror.org/04jb47e97,University of Kwazulu Natal,1,1
https://ror.org/04jc43x05,Technical University of Munich,1362,1
https://ror.org/04jd9ff79,Austrian Academy of Sciences,15,1
https://ror.org/04jgqpc26,Slovak University of Technology Bratislava,1,1
https://ror.org/04jgrem26,University of Limerick,12,1
https://ror.org/04jm8zw14,Aix-Marseille Universite,39,1
https://ror.org/04jmqe852,Klinikum Fulda,39,1
https://ror.org/04jp2hx10,University of Northampton,259,1
https://ror.org/04jq4p608,Hospital Garcia de Orta,72,1
https://ror.org/04jq72f57,Charles Darwin University,44,1
https://ror.org/04jqbzt84,Schmalhausen Institute of Zoology of NASU,2,1
https://ror.org/04jr1s763,University of Florence,5577,1
https://ror.org/04jsk0b74,Institut National des Sciences Appliquees de Lyon - INSA Lyon,31,1
https://ror.org/04jsx0x49,Technische Universitat Wien,8,1
https://ror.org/04jsz6e67,Delft University of Technology,8,1
https://ror.org/04jth1r26,Zhejiang University,119,1
https://ror.org/04jvemc39,Max Planck Society,282,1
https://ror.org/04jy8zw69,Tel Aviv University,2,1
https://ror.org/04jymbd90,Czech Academy of Sciences,91,1
https://ror.org/04k031t90,Ecole Nationale Veterinaire d'Alfort (ENVA),112,1
https://ror.org/04k3jt835,University of California Los Angeles,146,1
https://ror.org/04k4h9k07,Touro University California,5,1
https://ror.org/04k51q396,University of Basel,2015,1
https://ror.org/04k6gr834,Kyoto University,64,1
https://ror.org/04k7qar56,Universidade do Porto,1,1
https://ror.org/04k8k6n84,Universites de Strasbourg Etablissements Associes,161,1
https://ror.org/04ka0vh05,Consejo Superior de Investigaciones Cientificas (CSIC),70,1
https://ror.org/04ka38w49,University of Southern Denmark,19,1
https://ror.org/04kcgyj43,University of Trento,5,1
https://ror.org/04kcjtk03,Universite de Rouen Normandie,9,1
https://ror.org/04kdb0j04,Helmholtz Association,107,1
https://ror.org/04ke6ht85,UHI Millennium Institute,73,1
https://ror.org/04keq6987,Purdue University West Lafayette Campus,1,1
https://ror.org/04kf5kc54,Netherlands Interdisciplinary Demographic Institute (NIDI-KNAW),136,1
https://ror.org/04kfyt897,Center for Theoretical Physics - Polish Academy of Sciences,42,1
https://ror.org/04kgf6p94,Centre National de la Recherche Scientifique (CNRS),42,1
https://ror.org/04khwmr87,Vienna Biocenter (VBC),43,1
https://ror.org/04kkyet53,ESSCA School of Management,101,1
https://ror.org/04kmeaw70,Bradley University,18,1
https://ror.org/04kn0zf27,Silesian Center for Heart Diseases,71,1
https://ror.org/04knbh022,Austrian Institute of Technology (AIT),78,1
https://ror.org/04kp2b655,University of Brighton,709,1
https://ror.org/04ksb3515,University College London,4,1
https://ror.org/04ktat366,University of Munster,151,1
https://ror.org/04kw8et29,University of Warwick,8,1
https://ror.org/04kwqat20,Electricite de France (EDF),7,1
https://ror.org/04kwvgz42,Hacettepe University,2062,1
https://ror.org/04kz5ba43,University of Sannio,2,1
https://ror.org/04m01e293,University of York - UK,5306,1
https://ror.org/04m2anh63,Hochschule Bonn Rhein Sieg,67,1
https://ror.org/04m5j1k67,Aalborg University,3193,1
https://ror.org/04m5rvb18,Universite de Toulouse,12,1
https://ror.org/04m6b4442,Leibniz Institut fur Photonische Technologien,1,1
https://ror.org/04m6sq715,Universite de Montpellier,16,1
https://ror.org/04m7z8d34,Consejo Superior de Investigaciones Cientificas (CSIC),83,1
https://ror.org/04m9gzq43,Universidad El Bosque,121,1
https://ror.org/04mfj5474,Breda University of Applied Sciences,24,1
https://ror.org/04mfzb702,Universidad Politecnica de Madrid,107,1
https://ror.org/04mg3nk07,University of California System,38,1
https://ror.org/04mghma93,Heriot Watt University,1835,1
https://ror.org/04mhzgx49,Tel Aviv University,5029,1
https://ror.org/04mj8af82,Royal Institute of Technology,6,1
https://ror.org/04mjpp490,University of Eastern Finland,1,1
https://ror.org/04mk5mk38,Cyprus International University,148,1
https://ror.org/04mma4681,Fatih Sultan Mehmet Vakif University,31,1
https://ror.org/04mmhnh95,Consiglio Nazionale delle Ricerche (CNR),7,1
https://ror.org/04mn0nr69,Centre National de la Recherche Scientifique (CNRS),5,1
https://ror.org/04mp4zc06,Universite de Bourgogne,21,1
https://ror.org/04mq2g308,FHNW University of Applied Sciences & Arts Northwestern Switzerland,274,1
https://ror.org/04mqb0968,University of Queensland,573,1
https://ror.org/04msnz457,Ecole Normale Superieure de Lyon (ENS de LYON),29,1
https://ror.org/04mte1k06,National Research Council Canada,342,1
https://ror.org/04mv1z119,La Rochelle Universite,92,1
https://ror.org/04mwwnx67,University of Abertay Dundee,185,1
https://ror.org/04mxxkb11,Universidad de Cadiz,1489,1
https://ror.org/04my8ty22,Indian Institute of Technology System (IIT System),2,1
https://ror.org/04mz5ra38,University of Duisburg Essen,3520,1
https://ror.org/04mz9mt17,University of Nottingham Malaysia,828,1
https://ror.org/04mzgvt54,UHI Millennium Institute,71,1
https://ror.org/04mzqjs78,Universite de Bourgogne,121,1
https://ror.org/04n0g0b29,Pompeu Fabra University,1433,1
https://ror.org/04n5wkv72,Diaconia University of Applied Sciences,1,1
https://ror.org/04n7py080,Korea Advanced Institute of Science & Technology (KAIST),4,1
https://ror.org/04n8sc212,Institut National de la Sante et de la Recherche Medicale (Inserm),64,1
https://ror.org/04n901w50,University of British Columbia,622,1
https://ror.org/04n9van71,Universite Cote d'Azur,43,1
https://ror.org/04nabhy78,Universite de Bordeaux,91,1
https://ror.org/04nayfw11,Tomas Bata University Zlin,161,1
https://ror.org/04nbz6d36,Martin Luther University Halle Wittenberg,1,1
https://ror.org/04nc32781,Fraunhofer Gesellschaft,15,1
https://ror.org/04ncnj403,University of Munster,1,1
https://ror.org/04nd0xd48,University of Zurich,5,1
https://ror.org/04nd58p63,Sackler Faculty of Medicine,685,1
https://ror.org/04ndjyr10,Royal Institute of Technology,1,1
https://ror.org/04nfjn472,Czech Academy of Sciences,543,1
https://ror.org/04njjy449,University of Granada,4961,1
https://ror.org/04nkhwh30,University of Hull,1221,1
https://ror.org/04nkkrh90,Ruhr University Bochum,91,1
https://ror.org/04nmj9827,Universite de Montpellier,191,1
https://ror.org/04nqdwb39,Mersin University,449,1
https://ror.org/04nrs5002,University of Witwatersrand,13,1
https://ror.org/04nrv3s86,Consejo Superior de Investigaciones Cientificas (CSIC),71,1
https://ror.org/04nv7tt16,Pennsylvania State University - University Park,4,1
https://ror.org/04nvpdc40,Pontificia Universidad Catolica de Chile,2,1
https://ror.org/04nwg1t42,Mohammed V University in Rabat,2,1
https://ror.org/04nwrc387,Institut Catala d'Arqueologia Classica (ICAC),12,1
https://ror.org/04nxkaq16,University of Cassino,74,1
https://ror.org/04nytyj38,ShanghaiTech University,3,1
https://ror.org/04p2pa451,Institute of Transport Economics,162,1
https://ror.org/04p2y4s44,Medical University of Warsaw,1083,1
https://ror.org/04p491231,Pennsylvania Commonwealth System of Higher Education (PCSHE),3575,1
https://ror.org/04p55hr04,University of Sunderland,110,1
https://ror.org/04p5baq95,University of California Los Angeles,101,1
https://ror.org/04p5ggc03,Helmholtz Association,338,1
https://ror.org/04p61dj41,Ruprecht Karls University Heidelberg,5,1
https://ror.org/04p6jw654,Shoalhaven District Memorial Hospital,8,1
https://ror.org/04p7ekn23,RWTH Aachen University,6,1
https://ror.org/04p9k2z50,Universitat Ramon Llull,170,1
https://ror.org/04pag4b70,Assistance Publique Hopitaux Paris (APHP),85,1
https://ror.org/04pc31859,University of Glasgow,1,1
https://ror.org/04pc7j325,Sackler Faculty of Medicine,188,1
https://ror.org/04pd3v454,Atilim University,162,1
https://ror.org/04pfm5x27,Centre National de la Recherche Scientifique (CNRS),44,1
https://ror.org/04pfr1b11,Universite de Bretagne Occidentale,212,1
https://ror.org/04pgv9784,University of California System,13,1
https://ror.org/04pm4x478,Istanbul Bilgi University,97,1
https://ror.org/04pmn0e78,Universidad de Alcala,1606,1
https://ror.org/04pn6vp43,CHU de St Etienne,271,1
https://ror.org/04pnym676,Consejo Superior de Investigaciones Cientificas (CSIC),34,1
https://ror.org/04pp8hn57,Utrecht University,9865,1
https://ror.org/04ps1r162,Lincoln University - New Zealand,760,1
https://ror.org/04ps1tq95,Letterkenny Institute of Technology,8,1
https://ror.org/04pse2556,University of Munich,7,1
https://ror.org/04pwyfk22,Universite de Montpellier,65,1
https://ror.org/04py35477,Max Planck Society,301,1
https://ror.org/04pyvbw03,California State University Dominguez Hills,3,1
https://ror.org/04pzf5g91,University of Liege,2,1
https://ror.org/04pzgb662,University of Toronto,477,1
https://ror.org/04q107642,University College Cork,347,1
https://ror.org/04q12yn84,Oslo Metropolitan University (OsloMet),1019,1
https://ror.org/04q42nz13,Hungarian Research Centre for Natural Sciences,64,1
https://ror.org/04q4kt073,University of Urbino,481,1
https://ror.org/04q5r0746,University of Liverpool,8,1
https://ror.org/04q5rka56,Fraunhofer Gesellschaft,32,1
https://ror.org/04q5vv384,University of Rostock,1,1
https://ror.org/04q78tk20,Sungkyunkwan University (SKKU),43,1
https://ror.org/04q93ds34,CSIC - Instituto de Politicas y Bienes Publicos (IPP),22,1
https://ror.org/04q9vef57,INRAE,38,1
https://ror.org/04qan0m84,Complutense University of Madrid,163,1
https://ror.org/04qayn356,Consejo Superior de Investigaciones Cientificas (CSIC),107,1
https://ror.org/04qb2qm38,Universite Paris-Pantheon-Assas,40,1
https://ror.org/04qb8nc58,TU Clausthal,554,1
https://ror.org/04qcjsm24,Maria Sklodowska-Curie National Research Institute of Oncology,92,1
https://ror.org/04qe59j94,Universite Paris-Est-Creteil-Val-de-Marne (UPEC),243,1
https://ror.org/04qfaak15,Fraunhofer Gesellschaft,9,1
https://ror.org/04qfph657,Korea Institute of Industrial Technology (KITECH),631,1
https://ror.org/04qgfge56,Centre National de la Recherche Scientifique (CNRS),12,1
https://ror.org/04qh86j58,Korea Institute of Science & Technology (KIST),72,1
https://ror.org/04qjs4v45,Oil & Gas Institute - National Research Institute,14,1
https://ror.org/04qmmjx98,University Osnabruck,730,1
https://ror.org/04qq0qp34,Centre National de la Recherche Scientifique (CNRS),3,1
https://ror.org/04qqnyh49,University of Gottingen,1,1
https://ror.org/04qsnc772,Universidade do Porto,289,1
https://ror.org/04qtj9h94,Technical University of Denmark,6341,1
https://ror.org/04qvdf239,Bozok University,247,1
https://ror.org/04qw24q55,Wageningen University & Research,7306,1
https://ror.org/04qw9bn98,University of Wroclaw,1,1
https://ror.org/04qwfwm19,Sorbonne Universite,160,1
https://ror.org/04qxnmv42,Palacky University Olomouc,1070,1
https://ror.org/04qyefj88,Catholic University of Lublin,186,1
