issn_l,cr_year,jn_all
1936-5209,2019,57
1936-5209,2020,83
1936-5209,2021,86
1936-5209,2022,72
1936-5209,2023,61
1936-5802,2019,21
1936-5802,2020,7
1936-5802,2021,11
1936-5802,2022,12
1936-6442,2019,126
1936-6442,2020,192
1936-6442,2021,227
1936-6442,2022,168
1936-6442,2023,165
1936-6582,2019,41
1936-6582,2020,27
1936-6582,2021,34
1936-6582,2022,47
1936-6582,2023,43
1936-7236,2019,21
1936-7236,2020,19
1936-7236,2021,24
1936-7236,2022,38
1936-7236,2023,25
1936-7244,2019,14
1936-7244,2020,26
1936-7244,2021,33
1936-7244,2022,24
1936-7244,2023,27
1936-7406,2019,26
1936-7406,2020,24
1936-7406,2021,41
1936-7406,2022,41
1936-7406,2023,52
1936-8216,2019,25
1936-8216,2020,31
1936-8216,2021,17
1936-8216,2022,20
1936-8216,2023,22
1936-8623,2019,46
1936-8623,2020,35
1936-8623,2021,45
1936-8623,2022,34
1936-8623,2023,67
1936-9735,2019,11
1936-9735,2020,22
1936-9735,2021,54
1936-9735,2022,117
1936-9735,2023,94
1936-9751,2019,279
1936-9751,2020,224
1936-9751,2021,258
1936-9751,2022,263
1936-9751,2023,126
1936-9816,2019,14
1936-9816,2020,14
1936-9816,2021,5
1936-9816,2022,12
1936-9816,2023,12
1937-1209,2019,26
1937-1209,2020,32
1937-1209,2021,34
1937-1209,2022,26
1937-1209,2023,45
1937-156X,2019,15
1937-156X,2020,36
1937-156X,2021,48
1937-156X,2022,6
1937-156X,2023,7
1937-190X,2019,56
1937-190X,2020,71
1937-190X,2021,84
1937-190X,2022,55
1937-190X,2023,10
1937-321X,2019,15
1937-321X,2020,20
1937-321X,2021,21
1937-321X,2022,20
1937-321X,2023,22
1937-5034,2019,14
1937-5034,2020,11
1937-5034,2021,5
1937-5034,2022,13
1937-5034,2023,11
1937-5174,2019,30
1937-5174,2020,33
1937-5174,2021,62
1937-5174,2022,45
1937-5174,2023,60
1937-5247,2019,16
1937-5247,2020,13
1937-5247,2021,13
1937-5247,2022,12
1937-5247,2023,13
1937-5387,2019,90
1937-5387,2020,141
1937-5387,2021,100
1937-5387,2022,151
1937-5387,2023,128
1937-5867,2019,72
1937-5867,2020,97
1937-5867,2021,99
1937-5867,2022,90
1937-5867,2023,91
1937-6529,2019,47
1937-6529,2020,39
1937-6529,2021,39
1937-6529,2022,35
1937-6529,2023,31
1937-6812,2019,21
1937-6812,2020,38
1937-6812,2021,48
1937-6812,2022,55
1937-6812,2023,28
1937-8629,2019,17
1937-8629,2020,13
1937-8629,2021,15
1937-8629,2022,15
1937-8629,2023,19
1938-1387,2019,66
1938-1387,2020,88
1938-1387,2021,74
1938-1387,2022,55
1938-1387,2023,86
1938-2545,2019,10
1938-2545,2020,10
1938-2545,2021,9
1938-2545,2022,12
1938-2545,2023,9
1938-5862,2019,690
1938-5862,2020,525
1938-5862,2021,502
1938-5862,2022,2063
1938-5862,2023,479
1938-6362,2019,109
1938-6362,2020,26
1938-6362,2021,42
1938-6362,2022,35
1938-6362,2023,63
1938-6400,2019,77
1938-6400,2020,116
1938-6400,2021,82
1938-6400,2022,102
1938-6400,2023,76
1938-7741,2019,6
1938-7741,2020,21
1938-7741,2021,11
1938-7741,2022,15
1938-7741,2023,13
1938-7806,2019,63
1938-7806,2020,41
1938-7806,2021,43
1938-7806,2022,62
1938-7806,2023,49
1938-8071,2019,20
1938-8071,2020,25
1938-8071,2021,17
1938-8071,2022,24
1938-8071,2023,19
1938-8179,2019,43
1938-8179,2020,46
1938-8179,2021,44
1938-8179,2022,47
1938-8179,2023,37
1938-8934,2019,34
1938-8934,2020,34
1938-8934,2021,57
1938-8934,2022,85
1938-8934,2023,153
1938-8969,2019,23
1938-8969,2020,27
1938-9507,2019,57
1938-9507,2020,48
1938-9507,2021,44
1938-9507,2022,44
1938-9507,2023,55
1938-9574,2021,14
1938-9574,2022,14
1938-9574,2023,30
1938-9655,2019,28
1938-9655,2020,55
1938-9655,2021,45
1938-9655,2022,17
1938-9655,2023,45
1938-971X,2019,30
1938-971X,2020,29
1938-971X,2021,39
1938-971X,2022,31
1938-971X,2023,22
1939-0041,2019,52
1939-0041,2020,67
1939-0041,2021,71
1939-0041,2022,96
1939-0041,2023,54
1939-005X,2019,25
1939-005X,2020,15
1939-0068,2019,29
1939-0068,2020,47
1939-0068,2021,23
1939-0068,2022,23
1939-0068,2023,29
1939-0211,2019,25
1939-0211,2020,66
1939-0211,2021,51
1939-0211,2022,36
1939-0211,2023,26
1939-0238,2019,16
1939-0238,2020,15
1939-0238,2021,16
1939-0238,2022,15
1939-0238,2023,18
1939-0459,2019,8
1939-0459,2020,3
1939-1234,2019,129
1939-1234,2020,141
1939-1234,2021,131
1939-1234,2022,194
1939-1234,2023,160
1939-1374,2019,101
1939-1374,2020,73
1939-1374,2021,174
1939-1374,2022,333
1939-1374,2023,239
1939-1382,2019,51
1939-1382,2020,75
1939-1382,2021,71
1939-1382,2022,72
1939-1382,2023,98
1939-1390,2019,80
1939-1390,2020,70
1939-1390,2021,123
1939-1390,2022,156
1939-1390,2023,152
1939-1412,2019,68
1939-1412,2020,93
1939-1412,2021,97
1939-1412,2022,82
1939-1412,2023,103
1939-2206,2019,14
1939-2206,2020,20
1939-2206,2021,28
1939-2206,2022,17
1939-2206,2023,14
1939-2397,2019,78
1939-2397,2020,59
1939-2397,2021,35
1939-2397,2022,67
1939-2397,2023,34
1939-2699,2019,92
1939-2699,2020,79
1939-2699,2021,86
1939-2699,2022,117
1939-2699,2023,92
1939-3210,2019,39
1939-3210,2020,36
1939-3210,2021,35
1939-3210,2022,36
1939-3210,2023,38
1939-3547,2019,13
1939-3547,2020,50
1939-3547,2021,44
1939-3547,2022,28
1939-3547,2023,17
1939-3806,2019,185
1939-3806,2020,193
1939-3806,2021,201
1939-3806,2022,196
1939-3806,2023,184
1939-4225,2019,32
1939-4225,2020,33
1939-4225,2021,36
1939-4225,2022,33
1939-4225,2023,40
1939-5078,2019,26
1939-5078,2020,21
1939-5078,2021,31
1939-5078,2022,45
1939-5078,2023,25
1939-5981,2019,99
1939-5981,2020,148
1939-5981,2021,177
1939-5981,2022,205
1939-5981,2023,293
1939-6368,2019,39
1939-6368,2020,45
1939-6368,2021,51
1939-6368,2022,32
1939-6368,2023,33
1939-7291,2019,35
1939-7291,2020,37
1939-7291,2021,37
1939-7291,2022,29
1939-7291,2023,29
1939-7909,2019,24
1939-7909,2020,27
1939-7909,2021,24
1939-7909,2022,25
1939-7909,2023,22
1939-8115,2019,70
1939-8115,2020,115
1939-8115,2021,101
1939-8115,2022,109
1939-8115,2023,77
1940-0004,2019,28
1940-0004,2020,41
1940-0004,2021,37
1940-0004,2022,25
1940-0004,2023,20
1940-1159,2019,39
1940-1159,2020,32
1940-1159,2021,41
1940-1159,2022,16
1940-1159,2023,19
1940-1493,2019,27
1940-1493,2020,44
1940-1493,2021,50
1940-1493,2022,58
1940-1493,2023,49
1940-1612,2019,41
1940-1612,2020,73
1940-1612,2021,70
1940-1612,2022,66
1940-1612,2023,42
1940-1639,2019,32
1940-1639,2020,34
1940-1639,2021,27
1940-1639,2022,27
1940-1639,2023,27
1940-4158,2019,9
1940-4158,2020,12
1940-4158,2021,11
1940-4158,2022,8
1940-4158,2023,10
1940-5987,2019,44
1940-5987,2020,50
1940-5987,2021,47
1940-5987,2022,45
1940-5987,2023,29
1940-6940,2019,37
1940-6940,2020,41
1940-6940,2021,55
1940-6940,2022,34
1940-6940,2023,61
1940-7041,2019,141
1940-7041,2020,116
1940-7041,2021,118
1940-7041,2022,116
1940-7041,2023,57
1940-7963,2019,32
1940-7963,2020,28
1940-7963,2021,40
1940-7963,2022,57
1940-7963,2023,34
1940-8447,2019,39
1940-8447,2020,73
1940-8447,2021,40
1940-8447,2022,45
1940-8447,2023,15
1940-9052,2019,10
1940-9052,2020,20
1940-9052,2021,12
1940-9052,2022,13
1940-9052,2023,8
1940-9427,2019,23
1940-9427,2020,23
1940-9427,2021,20
1941-0921,2019,78
1941-0921,2020,96
1941-0921,2021,136
1941-0921,2022,113
1941-0921,2023,131
1941-1189,2019,25
1941-1189,2020,26
1941-1189,2021,26
1941-1189,2022,26
1941-1189,2023,46
1941-1243,2019,36
1941-1243,2020,30
1941-1243,2021,59
1941-1243,2022,41
1941-1243,2023,40
1941-126X,2019,55
1941-126X,2020,62
1941-126X,2021,45
1941-126X,2022,60
1941-126X,2023,61
1941-1928,2019,6
1941-1928,2020,10
1941-1928,2021,9
1941-1928,2022,6
1941-1928,2023,3
1941-2711,2019,41
1941-2711,2020,48
1941-2711,2021,40
1941-2711,2022,42
1941-2711,2023,40
1941-2851,2019,1
1941-2851,2020,5
1941-2851,2021,3
1941-3084,2019,169
1941-3084,2020,182
1941-3084,2021,142
1941-3084,2022,104
1941-3084,2023,91
1941-3289,2019,114
1941-3289,2020,180
1941-3289,2021,183
1941-3289,2022,165
1941-3289,2023,140
1941-5257,2019,70
1941-5257,2020,98
1941-5257,2021,93
1941-5257,2022,34
1941-5257,2023,73
1941-6636,2019,162
1941-6636,2020,206
1941-6636,2021,203
1941-6636,2022,128
1941-6636,2023,95
1941-7012,2019,197
1941-7012,2020,156
1941-7012,2021,175
1941-7012,2022,145
1941-7012,2023,158
1941-7640,2019,162
1941-7640,2020,184
1941-7640,2021,180
1941-7640,2022,138
1941-7640,2023,109
1941-7713,2019,154
1941-7713,2020,187
1941-7713,2021,160
1941-7713,2022,123
1941-7713,2023,114
1941-8744,2019,57
1941-8744,2020,83
1941-8744,2021,87
1941-8744,2022,112
1941-8744,2023,94
1941-9074,2019,42
1941-9074,2020,30
1941-9074,2021,12
1941-9074,2022,10
1941-9074,2023,15
1941-9430,2019,53
1941-9430,2020,51
1941-9430,2021,64
1941-9430,2022,77
1941-9430,2023,91
1941-9651,2019,228
1941-9651,2020,205
1941-9651,2021,184
1941-9651,2022,146
1941-9651,2023,165
1941-9902,2019,49
1941-9902,2020,54
1941-9902,2021,62
1941-9902,2022,37
1941-9902,2023,40
1942-065X,2019,31
1942-065X,2020,31
1942-065X,2021,42
1942-065X,2022,36
1942-065X,2023,43
1942-0676,2019,41
1942-0676,2020,38
1942-0676,2021,42
1942-0676,2022,31
1942-0676,2023,48
1942-2539,2019,27
1942-2539,2020,25
1942-2539,2021,37
1942-2539,2022,17
1942-2539,2023,27
1942-3454,2019,24
1942-3454,2020,28
1942-3454,2021,29
1942-3454,2022,11
1942-3454,2023,8
1942-4280,2019,22
1942-4280,2020,23
1942-4280,2021,20
1942-4280,2022,21
1942-4280,2023,120
1942-4795,2019,46
1942-4795,2020,43
1942-4795,2021,39
1942-4795,2022,33
1942-4795,2023,36
1942-5074,2019,1
1942-5074,2020,2
1942-5074,2021,4
1942-5074,2022,5
1942-5074,2023,2
1942-602X,2019,60
1942-602X,2020,67
1942-602X,2021,50
1942-602X,2022,65
1942-602X,2023,70
1942-7603,2019,132
1942-7603,2020,223
1942-7603,2021,185
1942-7603,2022,178
1942-7603,2023,178
1942-7751,2019,15
1942-7751,2020,23
1942-7751,2021,20
1942-7751,2022,21
1942-7751,2023,17
1942-7786,2019,31
1942-7786,2020,57
1942-7786,2021,60
1942-7786,2022,36
1942-7786,2023,43
1942-7867,2019,62
1942-7867,2020,69
1942-7867,2021,93
1942-7867,2022,98
1942-7867,2023,89
1942-7891,2019,87
1942-7891,2020,77
1942-7891,2021,129
1942-7891,2022,114
1942-7891,2023,78
1942-8200,2019,25
1942-8200,2020,43
1942-8200,2021,31
1942-8200,2022,25
1942-8200,2023,21
1942-9347,2019,32
1942-9347,2020,42
1942-9347,2021,33
1942-9347,2022,33
1942-9347,2023,39
1942-9533,2019,71
1942-9533,2020,69
1942-9533,2021,34
1942-9533,2022,39
1942-9533,2023,50
1942-969X,2019,160
1942-969X,2020,192
1942-969X,2021,184
1942-969X,2022,271
1942-969X,2023,334
1943-0582,2019,192
1943-0582,2020,150
1943-0582,2021,182
1943-0582,2022,155
1943-0582,2023,198
1943-0620,2019,103
1943-0620,2020,88
1943-0620,2021,93
1943-0620,2022,113
1943-0620,2023,168
1943-0663,2019,54
1943-0663,2020,42
1943-0663,2021,64
1943-0663,2022,60
1943-0663,2023,69
1943-0779,2019,59
1943-0779,2020,49
1943-0779,2021,47
1943-0779,2022,49
1943-0779,2023,48
1943-1562,2019,62
1943-1562,2020,63
1943-1562,2021,71
1943-1562,2022,86
1943-1562,2023,78
1943-3867,2019,31
1943-3867,2020,27
1943-3867,2021,27
1943-3867,2022,12
1943-3867,2023,13
1943-3875,2019,46
1943-3875,2020,90
1943-3875,2021,58
1943-3875,2022,45
1943-3875,2023,37
1943-3921,2019,265
1943-3921,2020,284
1943-3921,2021,204
1943-3921,2022,225
1943-3921,2023,195
1943-4472,2019,23
1943-4472,2020,27
1943-4472,2021,30
1943-4472,2022,29
1943-4472,2023,25
1943-4588,2019,48
1943-4588,2020,50
1943-4588,2021,43
1943-4588,2022,29
1943-4588,2023,44
1943-6149,2019,29
1943-6149,2020,27
1943-6149,2021,28
1943-6149,2022,25
1943-6149,2023,45
1943-8184,2019,17
1943-8184,2020,19
1943-8184,2021,17
1943-8184,2022,27
1943-8184,2023,46
1943-8206,2019,20
1943-8206,2020,19
1943-8206,2021,15
1943-8206,2022,11
1943-8206,2023,14
1943-9407,2019,21
1943-9407,2020,23
1943-9407,2021,27
1943-9407,2022,38
1943-9407,2023,21
1943-9970,2019,107
1943-9970,2020,54
1943-9970,2021,50
1943-9970,2022,48
1943-9970,2023,52
1944-0057,2019,200
1944-0057,2020,163
1944-0057,2021,179
1944-0057,2022,147
1944-0057,2023,107
1944-2858,2019,20
1944-2858,2020,25
1944-2858,2021,27
1944-2858,2022,25
1944-2858,2023,28
1944-2866,2019,33
1944-2866,2020,13
1944-2866,2021,29
1944-2866,2022,49
1944-2866,2023,41
1944-2890,2019,16
1944-2890,2020,16
1944-2890,2021,7
1944-2890,2022,10
1944-2890,2023,17
1944-3927,2019,62
1944-3927,2020,71
1944-3927,2021,67
1944-3927,2022,83
1944-3927,2023,71
1944-4079,2019,18
1944-4079,2020,21
1944-4079,2021,31
1944-4079,2022,15
1944-4079,2023,19
1944-7442,2019,250
1944-7442,2020,183
1944-7442,2021,203
1944-7442,2022,247
1944-7442,2023,272
1944-8201,2019,94
1944-8201,2020,168
1944-8201,2021,126
1944-8201,2022,92
1944-8201,2023,113
1944-8244,2019,5429
1944-8244,2020,5828
1944-8244,2021,6122
1944-8244,2022,5537
1944-8244,2023,5585
1944-8953,2019,6
1944-8953,2020,52
1944-8953,2021,74
1944-8953,2022,54
1944-8953,2023,57
1944-9208,2019,32
1944-9208,2020,26
1944-9208,2021,21
1944-9208,2022,22
1944-9208,2023,20
1945-0109,2019,23
1945-0109,2020,28
1945-0109,2021,38
1945-0109,2022,28
1945-0109,2023,26
1945-0257,2019,127
1945-0257,2020,117
1945-0257,2021,104
1945-0257,2022,76
1945-0257,2023,61
1945-2829,2019,37
1945-2829,2020,34
1945-2829,2021,58
1945-2829,2022,26
1945-2829,2023,38
1945-5224,2019,19
1945-5224,2020,23
1945-5224,2021,20
1945-5224,2022,22
1945-5224,2023,24
1945-7618,2019,66
1945-7618,2020,81
1945-7618,2021,63
1945-7618,2022,63
1945-7618,2023,56
1945-8932,2019,123
1945-8932,2020,145
1945-8932,2021,83
1945-8932,2022,87
1945-8932,2023,80
1946-0171,2019,39
1946-0171,2020,29
1946-0171,2021,37
1946-0171,2022,47
1946-0171,2023,41
1946-3022,2019,33
1946-3022,2020,22
1946-3022,2021,28
1946-3022,2022,29
1946-3022,2023,9
1946-6226,2019,42
1946-6226,2020,27
1946-6226,2021,48
1946-6226,2022,47
1946-6226,2023,33
1946-6315,2019,75
1946-6315,2020,94
1946-6315,2021,84
1946-6315,2022,59
1946-6315,2023,68
1946-7567,2019,29
1946-7567,2020,23
1946-7567,2021,20
1946-7567,2022,16
1946-7567,2023,19
1946-7729,2019,26
1946-7729,2020,35
1946-7729,2021,21
1946-7729,2022,14
1946-9837,2019,41
1946-9837,2020,50
1946-9837,2021,77
1946-9837,2022,72
1946-9837,2023,40
1947-2498,2019,39
1947-2498,2020,49
1947-2498,2021,40
1947-2498,2022,67
1947-2498,2023,21
1947-4598,2019,45
1947-4598,2020,26
1947-4598,2021,25
1947-4598,2022,17
1947-461X,2019,31
1947-461X,2020,25
1947-461X,2021,26
1947-461X,2022,20
1947-461X,2023,29
1947-5020,2019,59
1947-5020,2020,69
1947-5020,2021,41
1947-5020,2022,48
1947-5020,2023,92
1947-5543,2019,95
1947-5543,2020,84
1947-5543,2021,90
1947-5543,2022,87
1947-5543,2023,88
1947-6035,2019,101
1947-6035,2020,155
1947-6035,2021,127
1947-6035,2022,93
1947-6035,2023,96
1947-7503,2019,7
1947-7503,2020,21
1947-7503,2021,16
1947-7503,2022,27
1947-7503,2023,16
1947-7988,2019,50
1947-7988,2020,36
1947-7988,2021,40
1947-7988,2022,31
1947-7988,2023,16
1947-9832,2019,18
1947-9832,2020,26
1947-9832,2021,26
1947-9832,2022,14
1947-9832,2023,15
1947-9956,2019,10
1947-9956,2020,14
1947-9956,2021,9
1947-9956,2022,12
1947-9956,2023,11
1948-0881,2019,36
1948-0881,2020,21
1948-0881,2021,25
1948-0881,2022,27
1948-0881,2023,23
1948-1837,2019,2
1948-1837,2020,7
1948-1837,2021,10
1948-1837,2022,14
1948-1837,2023,12
1948-1993,2019,40
1948-1993,2020,36
1948-1993,2021,36
1948-1993,2022,46
1948-1993,2023,44
1948-3430,2019,7
1948-3430,2020,7
1948-4682,2019,32
1948-4682,2020,52
1948-4682,2021,105
1948-4682,2022,64
1948-4682,2023,35
1948-4690,2019,12
1948-4690,2020,11
1948-4690,2021,6
1948-4690,2022,2
1948-4690,2023,1
1948-4992,2019,4
1948-4992,2020,4
1948-4992,2021,5
1948-4992,2022,9
1948-4992,2023,7
1948-5506,2019,86
1948-5506,2020,161
1948-5506,2021,131
1948-5506,2022,89
1948-5506,2023,82
1948-5565,2019,1
1948-5565,2020,27
1948-5565,2021,12
1948-5565,2022,17
1948-5565,2023,14
1948-5875,2019,351
1948-5875,2020,429
1948-5875,2021,391
1948-5875,2022,353
1948-5875,2023,363
1948-7185,2019,1289
1948-7185,2020,1565
1948-7185,2021,1737
1948-7185,2022,1707
1948-7185,2023,1622
1948-7193,2019,389
1948-7193,2020,496
1948-7193,2021,446
1948-7193,2022,384
1948-7193,2023,423
1948-7908,2019,45
1948-7908,2020,30
1948-8270,2019,106
1948-8270,2020,108
1948-8270,2021,86
1948-8270,2022,84
1948-8270,2023,57
1948-8327,2019,49
1948-8327,2020,62
1948-8327,2021,74
1948-8327,2022,92
1948-8327,2023,73
1949-1255,2019,51
1949-1255,2020,43
1949-1255,2021,48
1949-1255,2022,48
1949-1255,2023,43
1949-2723,2019,87
1949-2723,2020,76
1949-2723,2021,92
1949-2723,2022,115
1949-2723,2023,100
1949-3029,2019,239
1949-3029,2020,295
1949-3029,2021,242
1949-3029,2022,215
1949-3029,2023,212
1949-3045,2019,47
1949-3045,2020,58
1949-3045,2021,85
1949-3045,2022,167
1949-3045,2023,253
1949-3053,2019,650
1949-3053,2020,513
1949-3053,2021,496
1949-3053,2022,442
1949-3053,2023,427
1949-3088,2019,121
1949-3088,2020,71
1949-3088,2021,56
1949-3088,2022,67
1949-3088,2023,40
1949-3592,2019,50
1949-3592,2020,37
1949-3592,2021,36
1949-3592,2022,22
1949-3592,2023,75
1949-6605,2019,64
1949-6605,2020,62
1949-6605,2021,46
1949-6605,2022,52
1949-6605,2023,58
1951-6355,2019,218
1951-6355,2020,250
1951-6355,2021,408
1951-6355,2022,339
1951-6355,2023,310
1955-2505,2019,118
1955-2505,2020,103
1955-2505,2021,52
1955-2505,2022,354
1955-2505,2023,521
1957-2557,2019,169
1957-2557,2020,126
1957-2557,2021,138
1957-2557,2022,123
1957-2557,2023,135
1959-7568,2019,27
1959-7568,2020,24
1959-7568,2021,23
1959-7568,2022,24
1959-7568,2023,23
1960-6214,2019,63
1960-6214,2020,73
1960-6214,2021,46
1960-6214,2022,88
1960-6214,2023,67
1964-8189,2019,184
1964-8189,2020,214
1964-8189,2021,168
1964-8189,2022,171
1964-8189,2023,146
1971-4009,2019,65
1971-4009,2020,94
1971-4009,2021,127
1971-4009,2022,117
1971-4009,2023,112
1972-6724,2019,26
1972-6724,2020,55
1972-6724,2021,41
1972-6724,2022,32
1972-6724,2023,60
1973-3739,2019,23
1973-3739,2020,34
1973-3739,2021,32
1973-3739,2022,33
1973-3739,2023,28
1973-798X,2019,36
1973-798X,2020,33
1973-798X,2021,35
1973-798X,2022,47
1973-798X,2023,26
1975-0102,2019,320
1975-0102,2020,287
1975-0102,2021,335
1975-0102,2022,381
1975-0102,2023,385
1975-9479,2019,60
1975-9479,2020,65
1975-9479,2021,54
1975-9479,2022,55
1975-9479,2023,37
1976-0280,2019,42
1976-0280,2020,42
1976-0280,2021,41
1976-0280,2022,50
1976-0280,2023,41
1976-1597,2019,23
1976-1597,2020,57
1976-1597,2021,19
1976-1597,2022,28
1976-1597,2023,24
1976-4251,2019,116
1976-4251,2020,85
1976-4251,2021,105
1976-4251,2022,137
1976-4251,2023,211
1976-7633,2019,76
1976-7633,2020,58
1976-7633,2021,43
1976-7633,2022,41
1976-7633,2023,38
1976-8257,2019,66
1976-8257,2020,44
1976-8257,2021,44
1976-8257,2022,49
1976-8257,2023,52
1976-9571,2019,128
1976-9571,2020,111
1976-9571,2021,171
1976-9571,2022,151
1976-9571,2023,118
1982-5676,2019,45
1982-5676,2020,92
1982-5676,2021,72
1982-5676,2022,68
1982-5676,2023,80
1982-6907,2019,45
1982-6907,2020,39
1982-6907,2021,76
1982-6907,2022,73
1982-6907,2023,46
1985-9899,2019,16
1985-9899,2020,17
1985-9899,2021,9
1985-9899,2022,71
1985-9899,2023,124
1989-9386,2019,22
1989-9386,2020,11
1989-9386,2021,18
1989-9386,2022,14
1989-9386,2023,14
1990-3413,2019,49
1990-3413,2020,47
1990-3413,2021,39
1990-3413,2022,48
1990-3413,2023,49
1990-4789,2019,72
1990-4789,2020,69
1990-4789,2021,64
1990-4789,2022,76
1990-4789,2023,86
1990-519X,2019,56
1990-519X,2020,58
1990-519X,2021,70
1990-519X,2022,63
1990-519X,2023,73
1990-7478,2019,41
1990-7478,2020,38
1990-7478,2021,38
1990-7478,2022,36
1990-7478,2023,37
1990-7508,2019,38
1990-7508,2020,44
1990-7508,2021,37
1990-7508,2022,37
1990-7508,2023,22
1990-7923,2019,180
1990-7923,2020,186
1990-7923,2021,188
1990-7923,2022,183
1990-7923,2023,192
1993-0437,2019,214
1993-0437,2020,151
1993-0437,2021,122
1993-0437,2022,169
1993-0437,2023,186
1993-5013,2019,99
1993-5013,2020,92
1993-5013,2021,142
1993-5013,2022,131
1993-5013,2023,137
1995-0780,2019,80
1995-0780,2020,104
1995-0829,2019,60
1995-0829,2020,83
1995-0829,2021,90
1995-0829,2022,107
1995-0829,2023,120
1995-4212,2019,91
1995-4212,2020,90
1995-4212,2021,116
1995-4212,2022,133
1995-4212,2023,168
1995-4239,2019,31
1995-4239,2020,32
1995-4239,2021,30
1995-4239,2022,34
1995-4239,2023,33
1995-4255,2019,75
1995-4255,2020,79
1995-4255,2021,80
1995-4255,2022,90
1995-4255,2023,96
1995-5855,2019,16
1995-5855,2020,24
1995-5855,2021,17
1995-5855,2022,15
1995-5855,2023,16
1995-6924,2019,52
1995-6924,2020,51
1995-6924,2021,50
1995-6924,2022,49
1995-6924,2023,50
1995-8188,2019,125
1995-8188,2020,102
1995-8188,2021,149
1995-8188,2022,158
1995-8188,2023,121
1995-8196,2019,44
1995-8196,2020,46
1995-8196,2021,32
1995-8196,2022,45
1995-8196,2023,24
1995-820X,2019,107
1995-820X,2020,142
1995-820X,2021,131
1995-820X,2022,120
1995-820X,2023,109
1995-8218,2019,133
1995-8218,2020,163
1995-8218,2021,181
1995-8218,2022,192
1995-8218,2023,155
1996-1553,2019,38
1996-1553,2020,47
1996-1553,2021,41
1996-1553,2022,37
1996-1553,2023,44
1996-3599,2019,96
1996-3599,2020,152
1996-3599,2021,128
1996-3599,2022,92
1996-3599,2023,128
1996-6814,2019,104
1996-6814,2020,129
1996-6814,2021,133
1996-6814,2022,133
1996-6814,2023,136
1998-0000,2019,329
1998-0000,2020,639
1998-0000,2021,766
1998-0000,2022,1276
1998-0000,2023,1085
1998-1929,2019,81
1998-1929,2020,105
1998-1929,2021,153
1998-1929,2022,112
1998-1929,2023,124
1998-3832,2019,73
1998-3832,2020,109
1998-3832,2021,137
1998-3832,2022,127
1998-3832,2023,133
1998-7773,2019,36
1998-7773,2020,38
1998-7773,2021,28
1998-7773,2022,30
1998-7773,2023,36
2000-6764,2019,71
2000-6764,2020,73
2000-6764,2021,84
2000-6764,2022,65
2000-6764,2023,36
2005-615X,2019,21
2005-615X,2020,23
2005-615X,2021,24
2005-615X,2022,19
2005-615X,2023,17
2005-9752,2019,40
2005-9752,2020,48
2005-9752,2021,42
2005-9752,2022,46
2005-9752,2023,36
2008-1359,2019,42
2008-1359,2020,42
2008-1359,2021,91
2008-1359,2022,52
2008-1359,2023,16
2008-8752,2019,74
2008-8752,2020,79
2008-8752,2021,58
2008-8752,2022,80
2008-8752,2023,68
2008-9163,2019,37
2008-9163,2020,37
2008-9163,2021,85
2008-9163,2022,101
2008-9163,2023,6
2008-9244,2019,34
2008-9244,2020,41
2008-9244,2021,91
2008-9244,2022,60
2008-9244,2023,12
2008-9295,2019,32
2008-9295,2020,27
2008-9295,2021,40
2008-9295,2022,30
2008-9295,2023,10
2009-3829,2019,19
2009-3829,2020,18
2009-3829,2021,22
2009-3829,2022,11
2009-3829,2023,47
2010-0078,2019,21
2010-0078,2020,34
2010-0078,2021,16
2010-0078,2022,37
2010-0078,2023,22
2010-1406,2019,23
2010-1406,2020,27
2010-1406,2021,21
2010-1406,2022,16
2010-1406,2023,22
2010-3247,2019,41
2010-3247,2020,35
2010-3247,2021,40
2010-3247,2022,38
2010-3247,2023,62
2010-3263,2019,47
2010-3263,2020,32
2010-3263,2021,31
2010-3263,2022,30
2010-3263,2023,14
2010-4952,2019,23
2010-4952,2020,19
2010-4952,2021,24
2010-4952,2022,34
2010-4952,2023,18
2029-4433,2019,70
2029-4433,2020,100
2029-4433,2021,73
2029-4433,2022,59
2029-4433,2023,56
2029-4913,2019,75
2029-4913,2020,61
2029-4913,2021,70
2029-4913,2022,86
2029-4913,2023,62
2031-9525,2019,34
2031-9525,2020,41
2031-9525,2021,29
2031-9525,2022,34
2031-9525,2023,42
2032-2844,2019,40
2032-2844,2020,43
2032-2844,2021,48
2032-2844,2022,33
2032-2844,2023,34
2032-6904,2019,9
2032-6904,2020,7
2032-6904,2021,10
2032-6904,2022,12
2035-5106,2019,47
2035-5106,2020,58
2035-5106,2021,42
2035-5106,2022,37
2035-5106,2023,34
2035-5262,2019,24
2035-5262,2020,25
2035-5262,2021,22
2035-5262,2022,22
2035-5262,2023,26
2037-4631,2019,34
2037-4631,2020,42
2037-4631,2021,40
2037-4631,2022,46
2037-4631,2023,44
2038-131X,2019,80
2038-131X,2020,231
2038-131X,2021,273
2038-131X,2022,230
2038-131X,2023,274
2040-0705,2019,52
2040-0705,2020,33
2040-0705,2021,34
2040-0705,2022,44
2040-0705,2023,56
2040-1744,2019,96
2040-1744,2020,133
2040-1744,2021,84
2040-1744,2022,68
2040-1744,2023,54
2040-2317,2019,42
2040-2317,2020,24
2040-2317,2021,40
2040-2317,2022,30
2040-2317,2023,30
2040-2503,2019,224
2040-3313,2019,41
2040-3313,2020,47
2040-3313,2021,45
2040-3313,2022,50
2040-3313,2023,36
2040-3364,2019,2435
2040-3364,2020,2399
